date,symbol,open,high,low,close,volume,market_cap
2025-04-06,BITCOIN,83595.88550177493,83595.88550177493,83595.88550177493,83595.88550177493,14910400035.531416,1656020067997.187
2025-04-07,BITCOIN,78211.48358199988,78211.48358199988,78211.48358199988,78211.48358199988,36140377231.68329,1555325260787.2627
2025-04-08,BITCOIN,79179.29226757778,79179.29226757778,79179.29226757778,79179.29226757778,82909748172.59216,1581407565278.352
2025-04-09,BITCOIN,76329.090356324,76329.090356324,76329.090356324,76329.090356324,47812787635.22632,1515042499757.3254
2025-04-10,BITCOIN,82622.17029546302,82622.17029546302,82622.17029546302,82622.17029546302,87408220482.11568,1640567909122.172
2025-04-11,BITCOIN,79596.35732250768,79596.35732250768,79596.35732250768,79596.35732250768,41213520154.25157,1580023209138.0547
2025-04-12,BITCOIN,83439.28818043756,83439.28818043756,83439.28818043756,83439.28818043756,39813566443.76779,1655868880454.1702
2025-04-13,BITCOIN,85305.09728392666,85305.09728392666,85305.09728392666,85305.09728392666,22428929482.069122,1693600655371.0874
2025-04-14,BITCOIN,83600.82010054543,83600.82010054543,83600.82010054543,83600.82010054543,28731125717.934357,1658923208081.8682
2025-04-15,BITCOIN,84523.4524914945,84523.4524914945,84523.4524914945,84523.4524914945,33155578229.343513,1677843510120.269
2025-04-16,BITCOIN,83656.49248858042,83656.49248858042,83656.49248858042,83656.49248858042,25084671427.622566,1660749023283.0562
2025-04-17,BITCOIN,84105.77942167096,84105.77942167096,84105.77942167096,84105.77942167096,26948109141.803364,1670497569762.047
2025-04-18,BITCOIN,84930.90857600998,84930.90857600998,84930.90857600998,84930.90857600998,19323821375.14309,1686226810049.1836
2025-04-19,BITCOIN,84433.75017215389,84433.75017215389,84433.75017215389,84433.75017215389,9550691272.782005,1676373197914.5117
2025-04-20,BITCOIN,85126.66244301842,85126.66244301842,85126.66244301842,85126.66244301842,12635983530.804455,1690090596771.3958
2025-04-21,BITCOIN,85073.16544858096,85073.16544858096,85073.16544858096,85073.16544858096,12625843856.313684,1689008667806.3804
2025-04-22,BITCOIN,87452.04699068287,87452.04699068287,87452.04699068287,87452.04699068287,40070025414.28289,1735703747771.06
2025-04-23,BITCOIN,93576.16588573981,93576.16588573981,93576.16588573981,93576.16588573981,53841992235.36636,1858587811717.8286
2025-04-24,BITCOIN,93605.45230873208,93605.45230873208,93605.45230873208,93605.45230873208,39901515879.65954,1858660302322.256
2025-04-25,BITCOIN,93872.81422867288,93872.81422867288,93872.81422867288,93872.81422867288,30031246761.093452,1864298110563.3408
2025-04-26,BITCOIN,94773.11200643536,94773.11200643536,94773.11200643536,94773.11200643536,39336184715.04292,1882121595175.8462
2025-04-27,BITCOIN,94644.06637120107,94644.06637120107,94644.06637120107,94644.06637120107,15445392739.787264,1879131951239.1846
2025-04-28,BITCOIN,93809.33781968223,93809.33781968223,93809.33781968223,93809.33781968223,15926259371.057959,1862772247122.064
2025-04-29,BITCOIN,95030.60645474444,95030.60645474444,95030.60645474444,95030.60645474444,31913814736.53902,1887067388174.3481
2025-04-30,BITCOIN,94256.35946318062,94256.35946318062,94256.35946318062,94256.35946318062,25882629766.278946,1870818389258.4038
2025-05-01,BITCOIN,94235.75331048167,94235.75331048167,94235.75331048167,94235.75331048167,26541700309.366146,1871350362569.0933
2025-05-02,BITCOIN,96426.94522273027,96426.94522273027,96426.94522273027,96426.94522273027,30207566405.468834,1914884389769.3945
2025-05-03,BITCOIN,96855.5681343944,96855.5681343944,96855.5681343944,96855.5681343944,23276376191.483967,1923251765866.1472
2025-05-04,BITCOIN,95922.86842404422,95922.86842404422,95922.86842404422,95922.86842404422,13797554863.642815,1904894886394.57
2025-05-05,BITCOIN,94326.62048529249,94326.62048529249,94326.62048529249,94326.62048529249,14903122945.616686,1872812442453.0322
2025-05-06,BITCOIN,94758.8237105546,94758.8237105546,94758.8237105546,94758.8237105546,24086456278.203846,1882511286487.958
2025-05-07,BITCOIN,96854.53198815876,96854.53198815876,96854.53198815876,96854.53198815876,23348052607.071873,1923643840814.599
2025-05-08,BITCOIN,97026.49376966801,97026.49376966801,97026.49376966801,97026.49376966801,64376174032.08048,1927134557858.269
2025-05-09,BITCOIN,103076.27555512934,103076.27555512934,103076.27555512934,103076.27555512934,50020047720.65604,2047883753852.6929
2025-05-10,BITCOIN,102962.54045692299,102962.54045692299,102962.54045692299,102962.54045692299,40800894903.23446,2045046445523.5242
2025-05-11,BITCOIN,104630.8792994166,104630.8792994166,104630.8792994166,104630.8792994166,21558992540.042442,2077132539531.3464
2025-05-12,BITCOIN,103994.061616746,103994.061616746,103994.061616746,103994.061616746,27389436049.454792,2065659960471.3655
2025-05-13,BITCOIN,102876.8304286011,102876.8304286011,102876.8304286011,102876.8304286011,43090605819.36596,2044347271866.1707
2025-05-14,BITCOIN,104184.49039270742,104184.49039270742,104184.49039270742,104184.49039270742,33861432519.50822,2069356072124.024
2025-05-15,BITCOIN,103594.42575090709,103594.42575090709,103594.42575090709,103594.42575090709,28398245846.798244,2057798367292.5637
2025-05-16,BITCOIN,103708.85136423641,103708.85136423641,103708.85136423641,103708.85136423641,31823340473.339912,2060142559914.034
2025-05-17,BITCOIN,103556.03493982446,103556.03493982446,103556.03493982446,103556.03493982446,25887953182.14765,2057725640290.0767
2025-05-18,BITCOIN,103212.36483885496,103212.36483885496,103212.36483885496,103212.36483885496,18950056010.479057,2050318521477.805
2025-05-19,BITCOIN,106030.6376831359,106030.6376831359,106030.6376831359,106030.6376831359,30744060179.802963,2104889720872.8306
2025-05-20,BITCOIN,105629.41580436694,105629.41580436694,105629.41580436694,105629.41580436694,43339734153.75087,2098485415895.0496
2025-05-21,BITCOIN,106786.71995834043,106786.71995834043,106786.71995834043,106786.71995834043,36393687094.25122,2121778617273.821
2025-05-22,BITCOIN,109665.86371625263,109665.86371625263,109665.86371625263,109665.86371625263,60722883113.84,2178838967665.505
2025-05-23,BITCOIN,111560.356938144,111560.356938144,111560.356938144,111560.356938144,52218408239.45193,2214712145787.249
2025-05-24,BITCOIN,107216.66856870624,107216.66856870624,107216.66856870624,107216.66856870624,49251745837.96465,2131595896624.4407
2025-05-25,BITCOIN,107831.36374380375,107831.36374380375,107831.36374380375,107831.36374380375,27128230116.517162,2142540077685.2197
2025-05-26,BITCOIN,108861.81037744327,108861.81037744327,108861.81037744327,108861.81037744327,29652659665.048733,2163072841533.6133
2025-05-27,BITCOIN,109377.71513263129,109377.71513263129,109377.71513263129,109377.71513263129,27950577137.918888,2173059855839.4187
2025-05-28,BITCOIN,109068.45694901445,109068.45694901445,109068.45694901445,109068.45694901445,38978783508.88622,2167551887130.0073
2025-05-29,BITCOIN,107838.18431100152,107838.18431100152,107838.18431100152,107838.18431100152,29794278037.284946,2143342706888.307
2025-05-30,BITCOIN,105745.41660358038,105745.41660358038,105745.41660358038,105745.41660358038,38279231892.56757,2101348752694.3137
2025-05-31,BITCOIN,104010.91956242644,104010.91956242644,104010.91956242644,104010.91956242644,39680060337.610214,2066830946978.0637
2025-06-01,BITCOIN,104687.50742934884,104687.50742934884,104687.50742934884,104687.50742934884,20432694555.09522,2080467809295.7695
2025-06-02,BITCOIN,105710.00593822816,105710.00593822816,105710.00593822816,105710.00593822816,17721500507.53389,2101178071590.9749
2025-06-03,BITCOIN,105884.74263221149,105884.74263221149,105884.74263221149,105884.74263221149,26313843058.73954,2104229403094.936
2025-06-04,BITCOIN,105434.47745144971,105434.47745144971,105434.47745144971,105434.47745144971,25925661121.080395,2095294001281.4797
2025-06-05,BITCOIN,104812.9182188067,104812.9182188067,104812.9182188067,104812.9182188067,25812143562.797962,2083148839111.2068
2025-06-06,BITCOIN,101650.7387545425,101650.7387545425,101650.7387545425,101650.7387545425,39711941132.0234,2020294099992.3677
2025-06-07,BITCOIN,104409.74967959142,104409.74967959142,104409.74967959142,104409.74967959142,29897390978.090103,2075175500201.4253
2025-06-08,BITCOIN,105681.4546141758,105681.4546141758,105681.4546141758,105681.4546141758,17749731308.73042,2100553336902.5076
2025-06-09,BITCOIN,105692.24740699006,105692.24740699006,105692.24740699006,105692.24740699006,16044679696.270103,2100654769399.4705
2025-06-10,BITCOIN,110261.57485948496,110261.57485948496,110261.57485948496,110261.57485948496,38222993297.50514,2191877481230.9468
2025-06-11,BITCOIN,110212.73252109604,110212.73252109604,110212.73252109604,110212.73252109604,36303839182.734825,2189350055406.3333
2025-06-12,BITCOIN,108679.9760916168,108679.9760916168,108679.9760916168,108679.9760916168,30338936631.626648,2159529375273.4956
2025-06-13,BITCOIN,105979.22902375912,105979.22902375912,105979.22902375912,105979.22902375912,35865159511.38857,2107911943768.2988
2025-06-14,BITCOIN,106045.56440819203,106045.56440819203,106045.56440819203,106045.56440819203,49471015505.74361,2107973087547.7922
2025-06-15,BITCOIN,105482.90611628917,105482.90611628917,105482.90611628917,105482.90611628917,17916412455.866283,2097486541223.27
2025-06-16,BITCOIN,105554.49383061715,105554.49383061715,105554.49383061715,105554.49383061715,16568441852.649668,2098499110552.6216
2025-06-17,BITCOIN,106951.2720181497,106951.2720181497,106951.2720181497,106951.2720181497,32095957011.724205,2127895470544.7178
2025-06-18,BITCOIN,104683.42479835715,104683.42479835715,104683.42479835715,104683.42479835715,38603212010.889435,2080968120976.949
2025-06-19,BITCOIN,104722.695052907,104722.695052907,104722.695052907,104722.695052907,30339326410.154945,2081677732261.6853
2025-06-20,BITCOIN,104690.65002458123,104690.65002458123,104690.65002458123,104690.65002458123,18063282658.152298,2081355279873.408
2025-06-21,BITCOIN,103290.105144757,103290.105144757,103290.105144757,103290.105144757,30632751225.407444,2054120245608.2085
2025-06-22,BITCOIN,101532.5683847329,101532.5683847329,101532.5683847329,101532.5683847329,21644463198.719532,2017415966695.5278
2025-06-23,BITCOIN,100852.58264648831,100852.58264648831,100852.58264648831,100852.58264648831,51287142390.02526,2005179769771.7349
2025-06-24,BITCOIN,105511.62437933135,105511.62437933135,105511.62437933135,105511.62437933135,50011797128.6837,2097741233586.5918
2025-06-25,BITCOIN,105976.06929808448,105976.06929808448,105976.06929808448,105976.06929808448,31704641076.941063,2107110352429.8032
2025-06-26,BITCOIN,107238.53045016268,107238.53045016268,107238.53045016268,107238.53045016268,30468274982.034847,2132141147369.0017
2025-06-27,BITCOIN,106984.01253775663,106984.01253775663,106984.01253775663,106984.01253775663,24320699663.15122,2127292099754.93
2025-06-28,BITCOIN,107078.91560644074,107078.91560644074,107078.91560644074,107078.91560644074,25194306261.888832,2129020567385.9595
2025-06-29,BITCOIN,107331.58548463577,107331.58548463577,107331.58548463577,107331.58548463577,8960877693.57604,2134239999929.6584
2025-06-30,BITCOIN,108396.61631317894,108396.61631317894,108396.61631317894,108396.61631317894,14881078675.366829,2155183166489.813
2025-07-01,BITCOIN,107132.79910701896,107132.79910701896,107132.79910701896,107132.79910701896,22489515582.41552,2130471589191.581
2025-07-02,BITCOIN,105613.39974163055,105613.39974163055,105613.39974163055,105613.39974163055,25033160828.30909,2100087563077.9324
2025-07-03,BITCOIN,108824.44423167943,108824.44423167943,108824.44423167943,108824.44423167943,36395184773.06136,2163835371770.0977
2025-07-04,BITCOIN,109602.20483914016,109602.20483914016,109602.20483914016,109602.20483914016,29892049537.628605,2179664531219.9346
2025-07-05,BITCOIN,108040.8919400104,108040.8919400104,108040.8919400104,108040.8919400104,24248906784.57383,2148601712907.3433
2025-07-06,BITCOIN,108217.46849992426,108217.46849992426,108217.46849992426,108217.46849992426,10042942280.966904,2152344091389.654
2025-07-07,BITCOIN,109215.19771840284,109215.19771840284,109215.19771840284,109215.19771840284,14638669497.351297,2171497503296.0474
2025-07-08,BITCOIN,108300.71675785031,108300.71675785031,108300.71675785031,108300.71675785031,25493246475.80407,2153777588647.4504
2025-07-09,BITCOIN,108953.19187727802,108953.19187727802,108953.19187727802,108953.19187727802,20488865138.27645,2167049398056.7417
2025-07-10,BITCOIN,111327.53054245669,111327.53054245669,111327.53054245669,111327.53054245669,37078460440.66385,2215210888568.426
2025-07-11,BITCOIN,115879.65030112496,115879.65030112496,115879.65030112496,115879.65030112496,56204086624.04028,2303292356999.7437
2025-07-12,BITCOIN,117571.02510036016,117571.02510036016,117571.02510036016,117571.02510036016,64185145923.88688,2338612196961.7437
2025-07-13,BITCOIN,117418.95745007684,117418.95745007684,117418.95745007684,117418.95745007684,24351256098.393543,2335485977830.673
2025-07-14,BITCOIN,119117.55666327637,119117.55666327637,119117.55666327637,119117.55666327637,27310851454.97692,2369050366835.5605
2025-07-15,BITCOIN,119833.67446712355,119833.67446712355,119833.67446712355,119833.67446712355,68915956378.80447,2383825813673.847
2025-07-16,BITCOIN,117678.19493404306,117678.19493404306,117678.19493404306,117678.19493404306,80299520980.2335,2341223394839.9204
2025-07-17,BITCOIN,118748.1627367753,118748.1627367753,118748.1627367753,118748.1627367753,50374263848.76278,2363194640209.576
2025-07-18,BITCOIN,119445.36520434043,119445.36520434043,119445.36520434043,119445.36520434043,49282617205.72662,2376237382764.3013
2025-07-19,BITCOIN,117988.94664455787,117988.94664455787,117988.94664455787,117988.94664455787,58896449260.69391,2347165317624.536
2025-07-20,BITCOIN,117901.62655900871,117901.62655900871,117901.62655900871,117901.62655900871,23934511126.349533,2345398337785.541
2025-07-21,BITCOIN,117256.9208222684,117256.9208222684,117256.9208222684,117256.9208222684,36702153882.06748,2333757287859.664
2025-07-22,BITCOIN,117482.46977767294,117482.46977767294,117482.46977767294,117482.46977767294,46344384345.39471,2337365497467.1313
2025-07-23,BITCOIN,119955.79570607653,119955.79570607653,119955.79570607653,119955.79570607653,58939000420.94166,2387516761560.4927
2025-07-24,BITCOIN,118629.05588130427,118629.05588130427,118629.05588130427,118629.05588130427,45225685167.61703,2359931875300.5244
2025-07-25,BITCOIN,118354.43517438594,118354.43517438594,118354.43517438594,118354.43517438594,51940414419.3327,2354764508342.9937
2025-07-26,BITCOIN,117540.80837085741,117540.80837085741,117540.80837085741,117540.80837085741,91617702596.10347,2338855554998.7812
2025-07-27,BITCOIN,117959.54234360624,117959.54234360624,117959.54234360624,117959.54234360624,25145925063.881348,2346959472845.027
2025-07-28,BITCOIN,119418.91405141471,119418.91405141471,119418.91405141471,119418.91405141471,30220402191.467663,2376524838793.0137
2025-07-29,BITCOIN,118003.30201607826,118003.30201607826,118003.30201607826,118003.30201607826,43433742203.62158,2349472897426.4688
2025-07-30,BITCOIN,117853.30892863822,117853.30892863822,117853.30892863822,117853.30892863822,42860287143.68828,2345126504020.1143
2025-07-31,BITCOIN,117833.24087995925,117833.24087995925,117833.24087995925,117833.24087995925,43054424656.58649,2343717963709.7124
2025-08-01,BITCOIN,115700.00243915782,115700.00243915782,115700.00243915782,115700.00243915782,45238249453.35885,2302199162425.1206
2025-08-02,BITCOIN,113234.6051343189,113234.6051343189,113234.6051343189,113234.6051343189,65794680822.25255,2253609880959.403
2025-08-03,BITCOIN,112554.90232221723,112554.90232221723,112554.90232221723,112554.90232221723,33543439044.09785,2240413983638.112
2025-08-04,BITCOIN,114199.10966460757,114199.10966460757,114199.10966460757,114199.10966460757,24689273719.085533,2272802075267.0376
2025-08-05,BITCOIN,115138.68613070177,115138.68613070177,115138.68613070177,115138.68613070177,32488023582.82734,2292395156144.1514
2025-08-06,BITCOIN,114128.35408881678,114128.35408881678,114128.35408881678,114128.35408881678,37316213251.97167,2271583255077.356
2025-08-07,BITCOIN,115022.09576830892,115022.09576830892,115022.09576830892,115022.09576830892,32052509631.058872,2289295036528.6577
2025-08-08,BITCOIN,117463.47451085235,117463.47451085235,117463.47451085235,117463.47451085235,38289687095.00489,2337732858703.5435
2025-08-09,BITCOIN,116688.36663186055,116688.36663186055,116688.36663186055,116688.36663186055,33017415812.97353,2323026541073.3213
2025-08-10,BITCOIN,116510.08393213755,116510.08393213755,116510.08393213755,116510.08393213755,27638785406.21056,2318815857401.68
2025-08-11,BITCOIN,119266.92516880555,119266.92516880555,119266.92516880555,119266.92516880555,37157754754.85189,2374097296837.8896
2025-08-12,BITCOIN,118773.79960860992,118773.79960860992,118773.79960860992,118773.79960860992,61739781527.95854,2364060561672.9995
2025-08-13,BITCOIN,120202.53485503166,120202.53485503166,120202.53485503166,120202.53485503166,46941089789.57991,2392854421745.6157
2025-08-14,BITCOIN,123560.99363577305,123560.99363577305,123560.99363577305,123560.99363577305,61818118105.53991,2458895200752.567
2025-08-15,BITCOIN,118405.59579823953,118405.59579823953,118405.59579823953,118405.59579823953,73822008367.99681,2360043737045.272
2025-08-16,BITCOIN,117339.79190213277,117339.79190213277,117339.79190213277,117339.79190213277,44268714220.021,2335290383260.173
2025-08-17,BITCOIN,117501.21653394958,117501.21653394958,117501.21653394958,117501.21653394958,23202714236.542347,2339465736068.208
2025-08-18,BITCOIN,117542.83687778088,117542.83687778088,117542.83687778088,117542.83687778088,20906566026.645443,2340648324181.828
2025-08-19,BITCOIN,116256.41276740946,116256.41276740946,116256.41276740946,116256.41276740946,47337926940.98573,2313556987528.4634
2025-08-20,BITCOIN,112778.34483555844,112778.34483555844,112778.34483555844,112778.34483555844,46156885037.403885,2245419916215.7417
2025-08-21,BITCOIN,114252.39755195397,114252.39755195397,114252.39755195397,114252.39755195397,42166369117.006935,2274471285844.184
2025-08-22,BITCOIN,112414.39987336512,112414.39987336512,112414.39987336512,112414.39987336512,32048202090.65466,2238121481749.57
2025-08-23,BITCOIN,116834.24948202295,116834.24948202295,116834.24948202295,116834.24948202295,50878158870.82928,2326174803320.612
2025-08-24,BITCOIN,115359.98346714744,115359.98346714744,115359.98346714744,115359.98346714744,27306719885.257973,2296786080139.701
2025-08-25,BITCOIN,113399.54847314971,113399.54847314971,113399.54847314971,113399.54847314971,40682656776.69001,2259663171125.389
2025-08-26,BITCOIN,110185.35443900425,110185.35443900425,110185.35443900425,110185.35443900425,52854872363.936554,2194453712375.598
2025-08-27,BITCOIN,111842.70999260596,111842.70999260596,111842.70999260596,111842.70999260596,43023800053.0546,2227025695775.593
2025-08-28,BITCOIN,111216.08479629169,111216.08479629169,111216.08479629169,111216.08479629169,36957904262.995804,2215255294289.9937
2025-08-29,BITCOIN,112525.59740669793,112525.59740669793,112525.59740669793,112525.59740669793,34222495087.206894,2239422945686.892
2025-08-30,BITCOIN,108480.30666639366,108480.30666639366,108480.30666639366,108480.30666639366,51702115726.38959,2160278651486.2852
2025-08-31,BITCOIN,108781.95727925687,108781.95727925687,108781.95727925687,108781.95727925687,27799981330.792213,2166165747945.1812
2025-09-01,BITCOIN,108253.36092385623,108253.36092385623,108253.36092385623,108253.36092385623,26140904019.246822,2155694976689.5986
2025-09-02,BITCOIN,109162.68557992298,109162.68557992298,109162.68557992298,109162.68557992298,42999610648.39302,2174100506466.4321
2025-09-03,BITCOIN,111190.18209845416,111190.18209845416,111190.18209845416,111190.18209845416,50235464642.845955,2212595221503.454
2025-09-04,BITCOIN,111711.51977725117,111711.51977725117,111711.51977725117,111711.51977725117,36406080683.42747,2225365905592.233
2025-09-05,BITCOIN,110724.736377486,110724.736377486,110724.736377486,110724.736377486,38708366685.43147,2204051936301.3257
2025-09-06,BITCOIN,110662.18112628513,110662.18112628513,110662.18112628513,110662.18112628513,56020470627.40665,2204045604630.5625
2025-09-07,BITCOIN,110209.1888247784,110209.1888247784,110209.1888247784,110209.1888247784,19340758702.076332,2195288669199.568
2025-09-08,BITCOIN,111131.9923868407,111131.9923868407,111131.9923868407,111131.9923868407,22147049159.335133,2213764479139.3647
2025-09-09,BITCOIN,112025.12878118771,112025.12878118771,112025.12878118771,112025.12878118771,37159847899.8603,2231763512226.867
2025-09-10,BITCOIN,111547.43956434788,111547.43956434788,111547.43956434788,111547.43956434788,45338021458.38368,2222026777598.0474
2025-09-11,BITCOIN,113975.32489468766,113975.32489468766,113975.32489468766,113975.32489468766,52205187155.05567,2270241314652.7144
2025-09-12,BITCOIN,115503.16663193036,115503.16663193036,115503.16663193036,115503.16663193036,43752917632.95067,2299764311655.674
2025-09-13,BITCOIN,116160.14344594491,116160.14344594491,115808.44684579576,115808.44684579576,98019976531.41432,2307144463732.914
2025-03-18,ETHEREUM,1929.1833577618722,1929.1833577618722,1929.1833577618722,1929.1833577618722,11251166846.249075,232725366276.39935
2025-03-19,ETHEREUM,1932.7964059050657,1932.7964059050657,1932.7964059050657,1932.7964059050657,10887619567.393353,233152161415.72287
2025-03-20,ETHEREUM,2060.728601068271,2060.728601068271,2060.728601068271,2060.728601068271,20374739988.65224,248434080718.19073
2025-03-21,ETHEREUM,1980.831780524645,1980.831780524645,1980.831780524645,1980.831780524645,14303790085.616615,238984217654.16632
2025-03-22,ETHEREUM,1964.5293833168294,1964.5293833168294,1964.5293833168294,1964.5293833168294,9890112887.282015,236980043535.89395
2025-03-23,ETHEREUM,1979.5449257665966,1979.5449257665966,1979.5449257665966,1979.5449257665966,6195605844.536302,238753335160.5841
2025-03-24,ETHEREUM,2001.0470230951883,2001.0470230951883,2001.0470230951883,2001.0470230951883,7991413702.677865,241404254258.0785
2025-03-25,ETHEREUM,2077.739325831977,2077.739325831977,2077.739325831977,2077.739325831977,15676451247.546822,250648654235.6259
2025-03-26,ETHEREUM,2068.598435049149,2068.598435049149,2068.598435049149,2068.598435049149,12563169733.005245,249404519198.06433
2025-03-27,ETHEREUM,2009.8835432902426,2009.8835432902426,2009.8835432902426,2009.8835432902426,14024859854.906677,242347645799.6622
2025-03-28,ETHEREUM,2003.3034241292064,2003.3034241292064,2003.3034241292064,2003.3034241292064,12136188059.422693,241580699763.4796
2025-03-29,ETHEREUM,1896.9173600459985,1896.9173600459985,1896.9173600459985,1896.9173600459985,18419487648.39739,228784244898.24844
2025-03-30,ETHEREUM,1829.2745211803463,1829.2745211803463,1829.2745211803463,1829.2745211803463,12924117064.878807,220262156018.88525
2025-03-31,ETHEREUM,1805.3378779435934,1805.3378779435934,1805.3378779435934,1805.3378779435934,10056531345.160347,217784813538.97607
2025-04-01,ETHEREUM,1824.2071367609847,1824.2071367609847,1824.2071367609847,1824.2071367609847,17022367813.88877,219908040559.44638
2025-04-02,ETHEREUM,1907.1671522994227,1907.1671522994227,1907.1671522994227,1907.1671522994227,15899367803.5509,230031614721.63394
2025-04-03,ETHEREUM,1795.761850567479,1795.761850567479,1795.761850567479,1795.761850567479,23450470660.978283,216667567217.00522
2025-04-04,ETHEREUM,1818.2844199542053,1818.2844199542053,1818.2844199542053,1818.2844199542053,16999031833.158594,219762279056.2319
2025-04-05,ETHEREUM,1814.4807753449506,1814.4807753449506,1814.4807753449506,1814.4807753449506,19459233591.298603,218925876283.93597
2025-04-06,ETHEREUM,1809.935827172196,1809.935827172196,1809.935827172196,1809.935827172196,6780827627.545529,217957146409.9286
2025-04-07,ETHEREUM,1574.6321611455576,1574.6321611455576,1574.6321611455576,1574.6321611455576,23485484227.161697,190295586491.21872
2025-04-08,ETHEREUM,1555.909812570873,1555.909812570873,1555.909812570873,1555.909812570873,49416724296.56089,188565143892.71408
2025-04-09,ETHEREUM,1471.3608854365523,1471.3608854365523,1471.3608854365523,1471.3608854365523,22451028357.384758,177496121145.5316
2025-04-10,ETHEREUM,1662.5331604641576,1662.5331604641576,1662.5331604641576,1662.5331604641576,41589589714.84994,200623016236.85327
2025-04-11,ETHEREUM,1523.928624242526,1523.928624242526,1523.928624242526,1523.928624242526,20486375929.10568,183947227079.42554
2025-04-12,ETHEREUM,1568.131690125936,1568.131690125936,1568.131690125936,1568.131690125936,14195085224.783228,189185664203.6754
2025-04-13,ETHEREUM,1645.8625733156498,1645.8625733156498,1645.8625733156498,1645.8625733156498,11756571644.476357,198696438258.60336
2025-04-14,ETHEREUM,1595.4227460001084,1595.4227460001084,1595.4227460001084,1595.4227460001084,13775001676.60885,192382635779.77805
2025-04-15,ETHEREUM,1621.543195596693,1621.543195596693,1621.543195596693,1621.543195596693,15415724739.820591,195686083638.74744
2025-04-16,ETHEREUM,1587.8222244021401,1587.8222244021401,1587.8222244021401,1587.8222244021401,11786525215.180002,191837036865.40186
2025-04-17,ETHEREUM,1577.7073516760117,1577.7073516760117,1577.7073516760117,1577.7073516760117,13120084885.866234,190419833063.11868
2025-04-18,ETHEREUM,1583.4764497002345,1583.4764497002345,1583.4764497002345,1583.4764497002345,9437178720.867388,191135638825.23685
2025-04-19,ETHEREUM,1589.1516208270755,1589.1516208270755,1589.1516208270755,1589.1516208270755,5254078676.877919,191865697060.91525
2025-04-20,ETHEREUM,1615.0502549158562,1615.0502549158562,1615.0502549158562,1615.0502549158562,5148626529.402773,194945047366.35382
2025-04-21,ETHEREUM,1585.4600253443446,1585.4600253443446,1585.4600253443446,1585.4600253443446,6695768150.024456,191374869502.39386
2025-04-22,ETHEREUM,1577.4465595922347,1577.4465595922347,1577.4465595922347,1577.4465595922347,15275062279.387148,190376888818.46906
2025-04-23,ETHEREUM,1759.7064599311093,1759.7064599311093,1759.7064599311093,1759.7064599311093,24271980430.95098,212582611840.14056
2025-04-24,ETHEREUM,1793.969849485534,1793.969849485534,1793.969849485534,1793.969849485534,22099177230.61867,216572719914.54987
2025-04-25,ETHEREUM,1769.3925107354407,1769.3925107354407,1769.3925107354407,1769.3925107354407,12923295609.972548,213593284213.58224
2025-04-26,ETHEREUM,1788.7981804331257,1788.7981804331257,1788.7981804331257,1788.7981804331257,15656748328.784924,215954892518.00418
2025-04-27,ETHEREUM,1821.2695303291391,1821.2695303291391,1821.2695303291391,1821.2695303291391,10293614895.776522,219830529458.7114
